eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
199607053,1996-06-30,TO Canada Day Open,ON,36,0,2.5,2264,2278,R
199609072,1996-08-05,Simcoe Day Open,ON,19,0,3.5,2443,2302,R
199609080,1996-08-11,NBIO Open Section,ON,79,103427,4.5,2232,2292,R
199609103,1996-09-02,1996 Macedonian Open,ON,42,106342,3.5,2299,2295,R
199610080,1996-10-14,Alberta Open,AB,41,0,5.0,2352,2307,R
199611031,1996-10-31,Battle of Alberta,AB,24,101750,0.5,2042,2296,R
199701004,1996-11-24,Southern Alberta Open,AB,18,0,4.5,2452,2314,R
199701027,1996-12-17,Calgary CC Champ,AB,22,0,5.5,2238,2311,R
199701036,1996-12-22,Weekend Before XMas,AB,19,0,4.5,2402,2322,R
199702020,1997-01-26,Alberta January,AB,12,104462,4.0,2253,2322,R
199703070,1997-02-23,Northern AB Open,AB,28,104728,4.0,2311,2325,R
199703082,1997-03-04,Calgary Closed 1,AB,8,104462,5.5,2439,2341,R
199705003,1997-03-30,Alberta Closed,AB,8,100909,6.0,2502,2365,R
199706002,1997-04-29,Calgary Open,AB,50,104462,5.5,2276,2358,R
199708062,1997-08-16,Battle of Alberta,AB,24,0,1.0,2300,2356,R
199710029,1997-09-02,Active Elephant O1800,AB,10,104462,5.5,2483,2362,Q
199710061,1997-10-13,Alberta Open,AB,32,101750,4.5,2270,2353,R
199712012,1997-11-16,Southern Alberta Open,AB,47,0,4.0,2259,2349,R
199803002,1998-02-01,1998 Calgary January Open,AB,28,0,3.0,2206,2340,R
199803019,1998-02-22,Northern Albera Open,AB,25,0,4.0,2329,2346,R
199803022,1998-02-24,Calgary Closed First Section,AB,8,0,3.5,2190,2324,R
199805010,1998-04-12,Alberta Closed,AB,8,0,0.0,1934,2308,R
199807050,1998-07-11,Calgary July Active,AB,12,0,5.0,2190,2362,Q
199907017,1999-07-11,1999 Canadian Open,BC,204,100205,8.5,2477,2346,R
200204047,2002-04-01,2002 Canadian Closed,BC,36,0,5.0,2226,2321,R
200204058,2002-03-11,March of Kings,AB,24,0,4.5,2179,2318,R
200209005,2002-09-01,Alberta Over 1800,AB,12,0,4.5,2463,2329,R
200303039,2003-02-18,Calgary Closed Sec A,AB,8,0,6.0,2300,2329,R
200305030,2003-04-20,Alberta Closed,AB,8,0,5.0,2313,2328,R
200310085,2003-10-13,2003 Alberta Open,AB,59,0,5.5,2405,2346,R
200401008,2004-01-04,Western Canadian New Years Open,AB,24,0,4.5,2238,2339,R
200407079,2004-07-18,Western Canadian Open,BC,97,0,7.0,2367,2345,R
200511087,2005-11-13,Southern Alberta Open,AB,31,0,3.5,2213,2336,R
200609008,2006-08-27,2006 Canadian Closed and Zonal,ON,65,100317,3.5,2125,2301,R
200903025,2009-03-01,Northern Alberta Open,AB,57,109502,4.0,2235,2312,R
200903047,2009-03-15,March of Kings,AB,28,104137,3.0,2117,2300,R
200904051,2009-04-13,2009 Grand Pacific Open -3rd Annual,BC,62,100317,3.0,1815,2274,R
200905098,2009-05-18,Calgary International Chess Classic,AB,20,104137,3.0,2182,2262,R
200906079,2009-06-06,2009 Alberta Active,AB,27,125156,4.0,1978,2362,Q
201002052,2010-02-21,2010 Northern Alberta Open,AB,46,135072,3.5,2297,2272,R
201004011,2010-04-04,4th Annual Grand Pacific Open Ch,BC,73,129909,3.0,1988,2252,R
201010015,2010-10-11,2010 Alberta Open,AB,52,104137,5.0,2037,2252,R
